Level,Hierarchical_structure,Code,Class_title,Class_definition
4,Subclass (Field),RDF2020401,Irrigation,This subclass comprises research and experimental development in irrigation.
4,Subclass (Field),RDF2020402,Agricultural power machinery,This subclass comprises research and experimental development in agricultural power machinery.
4,Subclass (Field),RDF2020403,Crop management technologies,This subclass comprises research and experimental development in crop management technologies.
4,Subclass (Field),RDF2020404,Pesticides and pesticides applications,This subclass comprises research and experimental development in pesticides and pesticides applications.
4,Subclass (Field),RDF2020499,"Biosystems and agricultural engineering, n.e.c.","This subclass comprises research and experimental development in biosystems and agricultural engineering, n.e.c."
3,Class,RDF20299,"Other industrial, systems and processes engineering","This class comprises research and experimental development in other industrial, systems. and processes engineering."
4,Subclass (Field),RDF2029999,"Other industrial, systems and processes engineering","This subclass comprises research and experimental development in other industrial, systems and processes engineering, n.e.c."
2,Group,RDF203,"Electrical engineering, computer engineering, and information engineering","This group comprises research and experimental development in electrical engineering, computer engineering, and information engineering."
3,Class,RDF20301,Computer engineering,This class comprises research and experimental development in computer engineering.
4,Subclass (Field),RDF2030101,Systems software,This subclass comprises research and experimental development in systems software.
4,Subclass (Field),RDF2030102,Computational languages (including domain-specific languages),This subclass comprises research and experimental development in computational languages (including domain-specific languages).
4,Subclass (Field),RDF2030103,Middleware systems,This subclass comprises research and experimental development in middleware systems.
4,Subclass (Field),RDF2030104,Computer systems engineering,This subclass comprises research and experimental development in computer systems engineering.
4,Subclass (Field),RDF2030105,Computer architecture,This subclass comprises research and experimental development in computer architecture.
4,Subclass (Field),RDF2030106,Computer memory systems and storage,This subclass comprises research and experimental development in computer memory systems and storage.
4,Subclass (Field),RDF2030107,Digital hardware and technologies,This subclass comprises research and experimental development in digital hardware and technologies.
4,Subclass (Field),RDF2030108,Computer configurable hardware,This subclass comprises research and experimental development in computer configurable hardware.
4,Subclass (Field),RDF2030109,Computer-aided design,This subclass comprises research and experimental development in computer-aided design.
4,Subclass (Field),RDF2030110,Hardware and software for computer security,This subclass comprises research and experimental development in hardware and software for computer security.
4,Subclass (Field),RDF2030111,Machine learning systems,This subclass comprises research and experimental development in machine learning systems.
4,Subclass (Field),RDF2030199,"Computer engineering, n.e.c.","This subclass comprises research and experimental development in computer engineering, n.e.c."
